PLANTCODE_CONSTRAINT_ID,PLANTPRODCUST_ID,PORT_LOCATION_ID
55282,59237,
55283,59225,
55284,60842,
55285,60478,
55286,62015,
55287,62963,
55288,61890,
55289,59598,
55290,62541,
55291,59405,
55292,61267,
55293,61120,
55294,61535,
55295,59356,
55296,63096,
55297,61952,
55298,61548,
55299,59987,
55300,59671,
55301,62242,
55302,62381,
55303,59537,
55304,59997,
55305,60911,
55306,59918,
55307,59936,
55308,60255,
55309,59452,
55310,62579,
55311,62497,
55312,60819,
55313,60677,
55314,60517,
55315,60767,
55316,62697,
55317,60950,
55318,61283,
55319,60227,
55320,62004,
55321,59340,
55322,59248,
55323,63137,
55324,60872,
55325,62785,
55326,59704,
55327,61651,
55328,61838,
55329,61280,
55330,60728,
55331,62545,
55332,61481,
55333,62950,
55334,61793,
55335,61736,
55336,62373,
55337,62999,
55338,62088,
55339,62868,
55340,60944,
55341,60439,
55342,62314,
55343,60571,
55344,61404,
55345,61654,
55346,61418,
55347,60635,
55348,62077,
55349,63012,
55350,60274,
55351,61747,
55352,59678,
55353,59557,
55354,63118,
55355,62919,
55356,62644,
55357,61060,
55358,60624,
55359,61713,
55360,60692,
55361,59824,
55362,62393,
55363,61981,
55364,60689,
55365,60839,
55366,60939,
55367,61405,
55368,61623,
55369,59515,
55370,61957,
55371,62029,
55372,60596,
55373,62387,
55374,59456,
55375,60608,
55376,61994,
55377,62189,
55378,60493,
55379,59939,
55380,60952,
55381,61303,
55382,61892,
55383,62910,
55384,62476,
55385,63088,
55386,61985,
55387,59923,
55388,62627,
55389,60189,
55390,61238,
55391,60920,
55392,60834,
55393,62642,
55394,59447,
55395,61406,
55396,61541,
55397,62308,
55398,62308,
55399,60983,
55400,62111,
55401,63073,
55402,62089,
55403,60134,
55404,60514,
55405,60514,
55406,61776,
55407,60661,
55408,62988,
55409,62988,
55410,60676,
55411,59844,
55412,60870,
55413,62587,
55414,60817,
55415,61752,
55416,60730,
55417,59695,
55418,59691,
